airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-03-09,Delhi,Cochin,02:35:00,08:30:00,355,1.0,no info,11532
Indigo,2019-05-09,Delhi,Cochin,02:00:00,07:25:00,325,1.0,no info,6582
Multiple Carriers,2019-03-21,Delhi,Cochin,15:00:00,01:35:00,635,1.0,no info,13542
Indigo,2019-05-21,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,no info,5277
Multiple Carriers,2019-06-27,Delhi,Cochin,08:45:00,21:00:00,735,1.0,no info,7005
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12898
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,22:40:00,1580,1.0,no info,8452
Vistara,2019-05-18,Banglore,Delhi,17:00:00,19:35:00,155,0.0,no info,4878
Spicejet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,4807
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,21:00:00,780,1.0,no info,6883
Jet Airways,2019-06-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4050
Indigo,2019-06-03,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,no info,2754
Vistara,2019-04-27,Banglore,Delhi,09:45:00,12:35:00,170,0.0,no info,5613
Air Asia,2019-06-12,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,no info,5192
Air India,2019-03-03,Delhi,Cochin,18:05:00,21:10:00,185,0.0,no info,8666
Air India,2019-05-18,Delhi,Cochin,10:00:00,19:15:00,555,1.0,no info,8879
Air Asia,2019-06-06,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,no info,6810
Indigo,2019-06-03,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,no info,2227
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165,0.0,no info,7240
Multiple Carriers,2019-03-21,Delhi,Cochin,07:10:00,21:20:00,850,2.0,In-flight meal not included,5935
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,no info,13731
Vistara,2019-04-03,Banglore,Delhi,07:00:00,09:40:00,160,0.0,no info,5403
Indigo,2019-05-27,Delhi,Cochin,08:35:00,16:10:00,455,1.0,no info,6442
Spicejet,2019-03-03,Banglore,New Delhi,10:20:00,18:15:00,475,1.0,no info,11401
Jet Airways,2019-04-06,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,In-flight meal not included,5177
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,no info,15764
Air India,2019-06-12,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,no info,3100
Indigo,2019-06-21,Banglore,Delhi,21:15:00,00:15:00,180,0.0,no info,3943
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-15,Delhi,Cochin,11:40:00,19:15:00,455,1.0,no info,9001
Jet Airways,2019-05-12,Banglore,Delhi,15:15:00,18:10:00,175,0.0,no info,7229
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,no info,3925
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,no info,13941
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,21:00:00,560,1.0,no info,7005
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,10844
Jet Airways,2019-06-09,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,no info,5678
Air India,2019-06-24,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,no info,13381
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,705,1.0,no info,7354
Air India,2019-05-21,Delhi,Cochin,20:00:00,19:15:00,1395,2.0,no info,10861
Air India,2019-06-09,Kolkata,Banglore,07:00:00,05:25:00,1345,2.0,no info,12534
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Indigo,2019-06-01,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,no info,4804
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,15:30:00,390,1.0,no info,6673
Indigo,2019-03-24,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,no info,6860
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,09:00:00,965,1.0,In-flight meal not included,11087
Air India,2019-03-21,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,no info,10703
Air India,2019-05-21,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,no info,13538
Jet Airways,2019-03-21,Banglore,New Delhi,22:50:00,10:25:00,695,1.0,In-flight meal not included,7832
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,11:25:00,1110,1.0,no info,17261
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,no info,7648
Multiple Carriers,2019-04-09,Delhi,Cochin,17:45:00,01:30:00,465,1.0,no info,8535
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,no info,19225
Air India,2019-05-09,Kolkata,Banglore,09:25:00,07:55:00,1350,1.0,no info,8366
Jet Airways,2019-03-24,Banglore,New Delhi,22:50:00,12:15:00,805,1.0,In-flight meal not included,7832
Multiple Carriers,2019-06-12,Delhi,Cochin,07:10:00,16:10:00,540,1.0,no info,6513
Multiple Carriers,2019-05-18,Delhi,Cochin,11:40:00,19:15:00,455,1.0,no info,9211
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,19:45:00,1475,2.0,no info,21954
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,no info,11774
Jet Airways,2019-04-03,Banglore,Delhi,06:00:00,08:45:00,165,0.0,no info,7229
Air India,2019-05-12,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,no info,14634
Air India,2019-06-09,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,no info,13381
Jet Airways,2019-03-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,no info,8040
Jet Airways,2019-06-12,Delhi,Cochin,18:20:00,12:35:00,1095,2.0,no info,14300
Indigo,2019-05-18,Delhi,Cochin,16:00:00,01:30:00,570,1.0,no info,7191
Indigo,2019-05-01,Delhi,Cochin,18:35:00,01:30:00,415,1.0,no info,8854
Spicejet,2019-05-18,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-04-01,Delhi,Cochin,02:00:00,07:25:00,325,1.0,no info,5164
Jet Airways,2019-05-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,no info,5678
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,no info,13067
Air Asia,2019-03-01,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,no info,5964
Air India,2019-06-03,Delhi,Cochin,14:10:00,17:10:00,180,0.0,no info,6934
Indigo,2019-03-21,Delhi,Cochin,09:10:00,21:00:00,710,1.0,no info,8285
Indigo,2019-03-03,Delhi,Cochin,02:35:00,08:30:00,355,1.0,no info,13790
Multiple Carriers,2019-03-09,Delhi,Cochin,07:00:00,19:45:00,765,1.0,no info,15237
Indigo,2019-06-03,Delhi,Cochin,14:25:00,17:40:00,195,0.0,no info,6015
